GTIN,SKU,Product_Name,Price
23776250,LB71SCR7,Explorer Sport Trac,48566
43411937,PEZIJHJ4,Galaxie,72748
59891342,BONZE8SQ,Town Car,23889
70598060,TN0MRMGZ,RX,91847
76310512,LASX2H07,Eldorado,44271
69068223,M3G3O9TJ,Mirage,31760
29354097,PVBF0A6W,RX-7,72572
13947436,XE5INC65,Carens,5102
88988186,IDGIH18G,SJ,43169
72944566,XD1WC120,E-Class,84391
41636347,HUBXAHGY,Lanos,18449
28411903,L18FY3AJ,Altima,19674
96975005,6LOWHR52,Outlander,18274
75627634,JVV0003E,600,15023
25410053,4OHVF8XV,Liberty,72454
62206135,DHH5TCD5,545,28746
28023498,F9F8K0M1,Fortwo,53711
68912002,OL1WYQWL,Brat,3576
74550517,VHO79JXV,Ram Wagon B150,35964
88409710,8MUQATBB,Astra,38144
32847777,3HY8EO2V,F-Series,87645
86887266,DK44GRAP,Escape,42605
17910293,V3PGA80X,Sportage,51119
40000015,ZHA15672,IS-F,65895
60516452,F4C8WMBE,Eldorado,87523
26931104,2JD0KVW4,C-Class,41734
78818063,EYAVDSAL,Mirage,37856
70017355,8W7AC52I,FF,40967
29707399,WC6BPDIH,Grand Caravan,16038
42714582,FCDP1V9J,STS,66009
60188735,GLDYTA81,Sierra 2500,72414
56438639,R7V48CFS,Jetta,92999
23688623,VCTMH7MQ,88,34975
31254864,N76OY4HP,G35,8291
89024746,F9O7NJ07,Montana SV6,43158
14786687,HGTUWI4Q,Dakota Club,85093
88227763,2X83FK70,XJ Series,60926
87779563,KLWPTNG9,GS,76089
22815327,FWZK67PH,Eldorado,55257
46702636,5Z5RP6IL,Golf,41213
99149787,QAXGIIKP,Seville,14915
73613455,IHDJ3FPP,9-5,12149
95411805,J75R2RMD,1500 Club Coupe,2620
36961953,RR6FDFQG,Pathfinder,44749
67643545,8OG9S3ZQ,Veyron,82711
18918063,00X10J8B,LS,63724
75146998,WRQWH22X,Sienna,2799
99752794,CAGE6SZL,Laser,21653
52328064,060CHMLC,Sunbird,74721
66457697,3D9Y4FOP,Chevette,7775
78232743,S03EKPGG,Excel,17307
56549497,IMKFIS5S,MX-5,60214
45393905,TOGG71SI,Eurovan,62322
57039144,K02RG560,Town Car,7027
34254143,26AO1VG7,Rio5,40396
29960436,5E0LTCFT,X5,79299
19593110,M98TOLJK,rio,97940
54719619,NI2W4QAT,Grand Voyager,24137
60550454,GBLX23FC,VUE,44599
98060906,V3XZQWOS,200SX,95963
45963351,YHHDHA01,Suburban 2500,69069
43154798,W8GIA0MS,Trans Sport,52999
79745558,4EB2NUDV,VUE,56829
18966743,GT0WEXAL,Elantra,78819
61504251,RCD3UTVO,Sierra 2500,4370
15403087,HJZ98XGD,Sonoma,13314
13709395,3GHI85WE,E-Class,44857
52051686,97WM5SKG,500,92989
30983494,6IV2HZ9I,Endeavor,95571
99936063,FH52FDAQ,Caliber,4032
77602553,ICGW2LPO,Taurus,12176
35625887,92JR72FD,Achieva,65356
56794544,7D0AFBMB,Elantra,29951
72564098,MIBFA231,Mystique,91094
99419749,T6I273N4,G-Series G10,24633
12458265,1N5D0HLN,4Runner,62027
21829700,JD05NPEN,W126,5406
93026904,906HC2BQ,Camry,1964
83578105,PGDG3XUT,Focus ST,40521
21557307,1T5IHM4P,Corsica,33424
61893320,2M36YVXF,Sonoma Club Coupe,7498
68565759,94XOX7J7,DeVille,6514
84747968,5LT3L9E1,PT Cruiser,15342
91042563,MJBTZX7F,5 Series,73616
29593010,09KGPW0B,Lanos,38492
89073686,H8HN4U1V,Coupe Quattro,98860
88712758,AESXRXEE,A6,3965
19776537,62O8ZWFX,Passat,57196
91371626,BHHU81N7,Camaro,60632
89910837,9XAN47MB,3500 Club Coupe,45079
44049024,AWYTIL86,SL-Class,31766
22510795,ZY480BQ6,E-Series,92223
31359958,IHW1JHBB,Suburban 2500,60770
39332809,4WSIW2W0,Mustang,33308
87070493,23XEJ5PG,Challenger,77184
12516288,EHTFUUAX,Sable,29912
89315757,C544DALO,Odyssey,10494
50708368,TKPE7J38,MX-6,41828
85367641,TNESOQ1F,Town Car,6798
68728151,YQFKRWPF,Ridgeline,27686
71987563,EKH6E9PR,Tiguan,3699
33379527,W8FZZ7V0,Spyder,51779
64335728,IOM4TV2L,Z3,37791
59433156,RWSUN55K,Crown Victoria,5115
58995660,5B9XSRNQ,X3,91084
20571803,5ZGF0IX9,Eclipse,90172
19571888,EYJ32E99,Corvette,42653
94301985,9WK01GDH,Yukon XL 2500,97883
10267449,4FGUZ1KB,Explorer Sport Trac,51185
39209449,CF3V7WEK,A8,33984
23081579,PHM3QT0S,Sable,93260
52580482,UG2WR2GY,MX-5,73036
96855375,DPDCAK6X,Versa,9114
14864308,09FV3SEU,Seville,98486
25338951,8679GASU,Rogue,31452
60312319,MB05PBG1,LHS,43122
36661224,ROTYV4LT,Safari,81063
25313287,8LTH0REN,Focus,67394
32630914,VI6CI451,Monte Carlo,94734
66469970,KJ97X0KE,88,22084
54042463,VXCOVXUU,S4,70280
55157862,0M9OJN6Q,Galant,55518
37765530,QO0JB86L,968,17738
11973874,IQDY9DFE,Swift,1730
36509225,C0SGULN0,6 Series,33555
57458382,967YM6UP,525,84520
19882043,ZQW4P4QA,Marauder,51983
34209896,N74YALND,S60,4633
93436370,S1HEBQD6,RX-7,51229
64814783,A5TLFJEH,Justy,69702
75376614,9I9MF7B0,Pathfinder,60326
18707255,ZVQOFNVK,944,97689
95176169,WS2OEX2R,Skylark,47365
18901505,3MSAAJRM,Camry Solara,39771
35467604,92X3L5MG,Sportage,63420
63107932,B77HYQHB,GS,10317
50331081,T3ARMFUC,Brat,37268
81923732,YSHN3G8L,MX-5,1038
99617818,4CSW8EL2,Frontier,35535
86591718,MOW0D7VT,Grand Voyager,7238
38667715,OHE19P2B,Tempo,13889
47317728,5T2FGKZL,Range Rover Sport,98210
59331014,1WOTID1I,3 Series,96085
77669104,MJ7PERSD,1500 Club Coupe,69580
48268749,CY0NJ2JU,E-Class,98660
17661243,S9Z9HEVC,RX-8,83608
14714374,AFE26LZR,88,97547
70728633,D7CF6KCZ,Seville,86496
86125035,MRJSJWN2,Dakota Club,98705
31113662,IARE2Q0U,G8,11737
52535692,8A70X9WC,Eurovan,2631
48014504,UD3XEU80,Tribute,24874
82931003,283R5UC9,Escalade ESV,99188
77440690,6OVJXD01,Miata MX-5,59865
35303316,S5YAZDS9,M3,61261
32560280,LNWUAH92,928,67584
93067193,1Y20CSCC,Vandura G1500,75619
76584507,1AZ4PHF5,Avenger,14673
23220950,67ZYSK3W,G6,51625
76628021,WXTER75M,Boxster,22579
74476763,M9HZHL1E,1500,63462
19463796,3K9ZWHCN,LR2,53397
64351625,VOKRJ18W,Bonneville,69913
77279002,BKDSNN1O,Vibe,98233
96414987,VILKY75Z,C30,65151
17484634,I8HU7ERG,Quest,14786
27498243,BJEKCK41,LeMans,61387
27117748,62UODNP0,Tempo,29750
61833841,6KX8H273,Highlander,37514
51648038,H3EZG0FS,Ram 3500,47574
85131628,IPRM07D6,Lumina,35514
46286567,ALEWTJ45,Verona,73685
68673631,K7JAX0HF,Pilot,16225
32421649,DDTXH9LS,Sedona,22166
95754440,Y1B2LT6K,Focus,32520
96858423,VOFRWS1K,Aspire,20454
28108112,RYO8OUT9,S8,46472
66659618,IQ2TMXTP,Fusion,74722
43796805,WDBUOQJ6,Ion,17686
29095056,P551EHCZ,Wrangler,98009
53550513,G35QXC1S,Savana,61086
98117386,7SKGLO76,Veracruz,80477
46437425,Y0P7LEBL,Miata MX-5,67886
34344047,4WZUFEQZ,1 Series,25525
96602823,XYKMMZK7,Alero,97755
70578538,WGPK178R,SL-Class,24350
62344661,5KC7LOZO,F450,85792
72585094,AW7Z9ZH2,Quest,3716
72743104,1M63Y0U8,90,2408
88873116,6RD80Q05,Maxima,82946
83890732,3Q3FG89Y,Celica,83512
67879627,2N858C58,Park Avenue,64538
79085839,KL4R1ASB,Savana 1500,19072
35013398,IWCZ5AU9,GX,43867
88547042,AIZ576HF,Gallardo,62319
96446960,5F903RB7,Bronco II,38584
53936954,T9YBEVUN,Clubman,39183
77845441,PKXGKUEG,Sierra 3500,32951
85720422,MNJ4PS3S,Legacy,89023
47678495,0V6IXMQ5,B-Series Plus,55833
48347785,N8OF949M,Accent,83763
35353497,5O5NLQFV,SLK-Class,93959
29177993,LR68SFUX,Venza,44812
67318340,LRGHRADP,9000,24924
76617680,S48S8XPD,Express 1500,29150
38074536,V8FV8OOS,Murciélago,81108
86673889,AZLVNO7E,Viper,60788
50139675,EN93THQI,Camry Solara,5852
47584098,V2HZBCJT,SJ 410,11017
29125353,T2I663ST,Vitara,99755
67472662,3XMPH039,Thunderbird,86309
58495196,LOUGA4KU,T100,54374
44317508,BLQXC4YN,STS,77691
37597799,42RH0PAX,RSX,3383
12863567,HZ99VECY,Trooper,78531
53430271,A0HNU7WL,V50,92182
87234363,DN8HXV72,Tacoma Xtra,76444
91576512,FK6R4OZC,Firefly,59905
70531231,FQJ6AH4R,Suburban 1500,89000
77132245,PCIJVM7U,H1,96887
67270073,K4T5SVMV,ES,1457
37768546,5S4WT8YS,Touareg,39184
26233656,ZZKJLRHT,MX-6,91513
54736583,MPH8N3XI,Defender,7343
81684953,RW8P7Z4Q,Dakota Club,2131
97979557,66EJISWR,Sierra 1500,8328
61051751,K746IH37,Accord,46601
80014367,Y6F8H7WX,C-Class,24530
14190788,GHC3ASGL,Supra,75515
84409210,VE1U96JJ,Safari,87605
68805211,49ZC04B0,Silhouette,29117
72830356,ZYSBLZ87,F250,60264
14863589,JOYBZLGQ,SL-Class,85786
83491564,8T1Q40DP,Range Rover Sport,28678
10703399,6VQAVDPC,Fit,59167
63538000,2M7FWLZQ,Accord,99608
12209500,R31FM37B,Justy,41036
12269378,1220L6VY,Equus,54140
59212079,O2QKRRDJ,Tahoe,4940
55647763,K8WANSPK,RAV4,58964
84765774,G58FJZWK,Tahoe,54100
59797952,Q1N6D48G,Quattroporte,31938
58815871,SAT9ML9H,RAV4,27467
12120734,XC57O81T,80,46511
24625995,GPBWV2LW,Impala,22737
69680931,DYIL5J2S,Mirage,66036
88337604,SA3IJIL6,S10,21858
44047362,UN3XGIPY,4000CS Quattro,54993
17653996,VI5QWJ2I,Lancer Evolution,25864
90445736,L2X6E39H,Century,43655
81971724,2DHWAFFS,Rapide,17067
67574935,EX80M5FV,Intrigue,91935
39107954,NTFISUGF,Skylark,7094
48096533,F1YFRHHW,Mazda3,84064
64144809,1JBG5T16,Cayenne,23501
35166764,XJ3ZYU6X,Sportvan G20,20330
32266473,Y3B0SDO4,Grand Prix,11554
26313550,4XESUB2T,Bonneville,18169
73853349,XBP0SDB5,Corvair 500,95661
75820166,PN9NAV1M,S10,65082
13316180,QAE9NNS6,Yukon XL 1500,7515
98013983,6GCERWPY,7 Series,96902
53765403,9GZFFZ7M,MINI,14740
66455281,PO1XJHRV,Yukon XL 2500,9834
20761794,WEPKIWNL,TrailBlazer,3987
55298387,ZR94RJMX,RAV4,74838
71913902,TUEZESFG,Rondo,82363
64912168,9YXUVKRZ,Storm,61965
75459684,5DO0KX8A,Envoy,70248
31969887,5GLLIKM6,Grand Marquis,54107
78315131,65HJRS27,Windstar,61224
75299094,ID4BHE88,Eos,19788
97815972,O7OHNZ97,CL-Class,62618
70474218,M018KGGN,Savana 3500,68197
12741454,NR6LYCG5,S4,2040
87046006,J56VO54B,G35,73924
88469477,2MW7MGWT,F250,22943
73558166,5NO2IPOR,9000,56096
28143506,DN6O68UA,Ciera,56419
48333770,N14Z02CT,Century,77646
61492292,3IOSKZ9C,Sonata,90108
43395885,WONJZJVV,R-Class,9363
72486914,ZT38AC7G,Express 1500,57267
37089369,43LW57YB,3500,73128
77697411,JUM2DIPA,Spectra,25325
87400175,SMZA3QMI,Crown Victoria,97404
92362535,5TB7NYSS,Bonneville,7773
58527257,LYDSL6Q3,944,10768
44872663,89WBI0D6,Econoline E350,92089
98152212,QNHKTGLP,Aerostar,48335
39447341,K87Y98S0,Sorento,48288
59735705,R33K707J,XG350,49012
15221679,23RTJGEI,Sierra,69626
71085021,TKHJ6H7O,Reatta,80346
32044883,W3L7IMMC,LTD Crown Victoria,42139
65256598,2HOIK4V8,Vantage,22562
22621936,FZIPVY72,Impreza,23844
87091304,L29T830V,SL-Class,56300
72365767,LDGFJAXX,Prizm,66242
45000371,D3QLHK5T,Suburban 2500,45961
89207293,94FT581Q,Venture,52197
77374680,KTAHEZQB,Tahoe,28776
40203011,JGBFGLM2,Impala,95838
51513992,XWK47Z11,Regal,29342
49693115,4KE12RI4,Elantra,36822
23863094,P3OAR93T,B9 Tribeca,51270
98190149,HUWFEAZZ,Camry,62383
56276440,CLOXCRS0,Ram 3500,73069
13788627,2A21OGUB,Suburban 1500,78141
88255381,4CYOCBS4,MX-5,61545
39507882,OISVQ2FL,1500,43167
33538343,BKF5I47E,Mighty Max,46821
88564302,HHEN57IX,Escape,89048
51918823,1BW4QV3S,4Runner,3571
21031051,EBSF1M3R,Rapide,71298
93510343,54YLRWPH,Supra,98034
91686199,TSF6YN2X,Esprit,57732
71679892,J3N2Q6WP,TT,61286
88527383,J6EELQIU,Murano,2681
37268503,EJMCITPF,SSR,99171
15135314,1FTIKEJU,S4,20608
95105709,7SN6V0CS,Fairlane,72817
47409411,1JG6S2NA,X3,40397
81211941,MRHUPPOK,E-Class,79502
74304485,K6BEIPI5,Firebird,18231
80394971,DJN0SE29,F-Series Super Duty,26370
52011792,GX8OW5CC,Aspire,55939
32911995,TK4QCY72,Club Wagon,92635
41333291,77ZIWIBF,C-Class,71582
79940512,U7JJVZRA,Riviera,41151
